MaxTemperature,MinTemperature,Humidity9AM,Humidity3PM,WindSpeed,RainfallYesterday,Pressure,RainToday
20.597316995349495,11.089356819258407,85.82131879960097,76.19660368300266,14.083860264008127,19.36114072117335,1020.9486807986717,1.0
36.71001477531933,15.114077178306486,46.09645441447523,36.71823559455728,,1.1776565439414854,990.00201069728,0.0
20.133087097490495,8.682991605766638,76.18065912737345,66.74140076626846,8.777886192395735,0.20826066837028145,998.7548059494419,0.0
39.21320919005208,22.348052112279856,94.98815277170166,101.42997869114615,4.462907504967242,17.99103849338807,987.5001470483668,1.0
30.22039823897081,24.07175251078732,,70.42240861686338,18.57810890767795,0.7237226307725808,994.9631814654765,0.0
38.032665202073424,8.405776016096649,43.63931437083114,36.902237069235966,14.095961340341631,4.853822802291186,1012.7452604626025,0.0
29.457849295629885,18.136559964321712,55.21560062651422,62.31947588440919,15.843565154045155,3.27717185031261,998.942998559973,0.0
22.850317894982155,8.216141825571556,87.51816219614491,91.78482723279595,2.6549439913876496,9.912116625652372,1025.9159551904945,1.0
38.3267821492582,5.164700778312512,43.78317337942591,43.58108328634602,21.94399180427201,11.813700960386065,1010.0798172685519,0.0
15.243649808602974,24.826766312866035,57.61226599341763,61.842320937312195,10.708969722481035,12.585237382732577,980.3960061936292,0.0
27.766129224476053,7.37220919305543,91.06845895202937,85.19093927354751,21.000449184562406,0.7955712985915797,991.0413109687287,0.0
25.733615520146074,12.923477496685553,60.869603808273496,63.83267573178834,9.630387098475383,11.783130378295919,1018.9125322358991,0.0
22.688119056058802,13.651002317868628,62.61107930261461,53.07368280009295,27.71147561992433,11.37880900471182,1028.3207968852275,0.0
29.81384591325422,21.7179676946662,43.03174407053109,40.632106231215424,18.639071781898682,18.901840245927367,1005.8408136702888,0.0
35.10757475127083,18.42727906480048,63.565769613367216,54.03778671158071,,2.7269989645566306,1009.5935752794666,0.0
33.99697105465542,8.455575037349583,,61.26647706747256,9.88053648209322,3.3211544976589824,1002.1458666598437,0.0
16.38046050426927,13.797776756632473,86.6407636973957,78.14306907386853,4.095215981490971,0.09032610592718537,1027.7106285939967,0.0
38.484439215572124,17.18783722257249,78.92472381312643,88.37441095082798,12.831780370013652,5.822963322124391,1029.0873208809628,1.0
20.070405782416355,21.9935282820471,62.849486645309554,69.24313135143753,24.50009104472105,11.826010171076815,,0.0
38.85780655647481,13.829241697677318,63.501057238565316,,13.391290263828884,6.515321503884584,1015.6537921927886,0.0
17.795412801569185,7.281143797913076,45.45705603504026,40.55028258401398,4.266553218950123,18.19218582865033,996.7906533390263,0.0
16.176355094571583,18.380689023700402,47.281437384489934,51.75047836606135,5.886587332769697,7.896925484265336,989.6129899929282,
19.84107438255113,16.76795721537613,62.249151737011445,57.215936104151055,29.16793033099939,18.18085206853045,992.402006129769,0.0
26.00055412932877,13.78573184625708,54.659304142074895,62.65080275083835,6.601996837476982,16.44723827521592,1015.4071347898433,0.0
16.353325554263492,18.81050770209735,42.98980369563185,33.37591862532044,0.08426971973928388,18.80804288404094,1010.7019912608602,0.0
24.371518752567884,21.580956893853593,87.23762958969509,86.58530374697764,25.030472837513184,10.980022322298122,1022.2828624156575,1.0
22.659926369596974,12.946493501414214,53.26876939866915,52.919115466777924,19.783617708185197,5.801135692095847,,0.0
19.725806073100816,18.132417007007973,94.08343782120053,87.29497264152188,9.58839074688698,18.958738688253977,993.498046733638,1.0
,13.302430296933178,66.23268746754147,71.4900475373047,6.3759785519772425,9.528662735765103,1012.2704797312527,0.0
16.78985016583124,22.99353541312108,75.25183960377427,84.91786284205281,0.8473254939592156,11.038291077586852,982.8975511098281,1.0
38.3710623352482,8.711916380081679,85.2732543784335,94.39983091274934,10.331907282737646,0.6817546007431163,1022.6478904510304,0.0
27.12597446217624,24.809542060158478,,84.9216968491887,1.2171758573708347,19.657339945577135,1019.3925990964434,1.0
31.394099833431333,18.99095233728159,53.51863661211409,54.78425256892422,26.063767407356156,10.67153932669019,986.7111332829281,0.0
35.04865620352463,17.68974405443565,53.84062811171496,51.53237526274553,14.630773586964045,16.928184733560098,1024.7903570670803,0.0
37.831731231572,10.878533699248067,46.41938074120906,,20.110550313965756,11.356230431098115,1027.4542822217054,0.0
39.16394669342541,10.535803484629069,77.02255154857218,85.47340314587808,6.2595178728440946,11.725936180559911,999.8094264155953,1.0
25.857749682723334,19.453479134179126,69.27233394464062,78.39536101768232,2.452570156959105,1.394051827128977,980.964901290628,0.0
25.937995911328265,23.06226040511812,,43.6079912883547,14.703448137379258,4.313169838382967,1005.609436126816,0.0
34.0344629861647,13.31881571621052,57.87452867914499,61.23331844071827,22.928561293102014,17.69188154935213,984.1369156260195,0.0
38.06741049160203,6.9069211483842174,92.16646011431732,87.6589949772871,23.262490501519373,8.193137886477892,,
26.92159361142114,5.318134685410561,46.8903896841465,51.200038882415186,9.800633243468551,10.726728968544222,983.972712567258,0.0
22.604485810856072,19.41010330340464,53.61000587689777,55.227909826874125,25.20053369707628,7.150299705117904,991.3633358616893,0.0
20.295617217185633,19.549079476624847,74.12065935921147,66.5351001447632,7.333506095172785,1.2743563425992788,1018.9509687691007,0.0
31.820022143348336,22.534463190729387,,102.81533351308379,7.996386132253377,7.928079724100414,991.6661384319594,1.0
22.68277419098162,8.651024105497493,48.613253921910484,49.07436788438945,12.359856415871334,11.96909140247511,1017.6069054790345,0.0
18.442496441884202,9.385648478103437,95.11886875406479,104.46746001791476,,6.9436648814267565,1023.2961050370026,1.0
24.207675189672567,10.417034834263333,79.19345964919705,,16.61715400465535,4.130127156498437,1013.5925610836056,0.0
17.469826483059748,15.128143065371551,66.45721433239905,61.20165860598127,12.68975303122566,14.072559164600797,1004.1366075079679,0.0
22.700936447808203,7.658622544976881,88.03889118781674,82.56391601050417,26.866560354221594,2.645223467978768,1029.7396793163327,0.0
23.17539240677784,11.76375394712961,49.31427536883636,53.04657443610425,1.8173534788348455,1.159449830690129,1021.6581456315035,0.0
29.755522005747103,10.471674001537473,68.87168941558372,59.280393833268164,6.282526854189683,6.144889747886051,1028.8634466394915,0.0
24.63091438526899,20.10171568453623,65.41551866071865,64.49965528999724,19.056539979286082,15.741314701745388,1000.6693987303604,0.0
32.50110501812546,13.249741348544681,65.48221925554786,67.83458877543762,10.232932180593085,10.21705365607098,1023.8850851062375,0.0
26.90965402696932,16.82270587873721,77.24070158157537,68.00000283699815,7.901843627060845,1.8371643716252994,1015.7507956087586,0.0
30.487241462701082,14.095774592789178,,72.21592842216053,0.9108534678642877,6.313154531625891,997.9604601824984,0.0
